City,Departure_Date,Return_Date,Picture_Path,Price,Num_Stops,Duration_Hours,Duration_Minutes,Lodging_Cost,Description
Jaipur,Mar 3,Mar 9,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRNf3DJN745GF3mndlysdVH6TEyzDtc5v1m5bKKbZCQ675vvpDNEfNQ5D8qiwUFh44CAl-h0BXIcynkpqEhacdx6ZgcaN5VOu4tLTO9Z5U,870,3,38,25,25,"Jaipur (/ˈdʒaɪpʊər/ (listen);[7][8][9] Hindi: जयपुर, IAST: Jayapura) is the capital and largest city of the Indian state of Rajasthan. As of 2011, the city had a population of 3.1 million, making it the tenth most populous city in the country. Jaipur is also known as the Pink City, due to the dominant colour scheme of its buildings. It is also known as the Paris of India, and Dr. C.V. Raman called it the Island of Glory. It is located 268 km (167 miles) from the national capital New Delhi. On 6 July 2019, UNESCO World Heritage Committee inscribed Jaipur the ""Pink City of India"" among its World Heritage Sites. Jaipur was founded in 1727 by the Kacchawa Rajput ruler Jai Singh II,[10][11] the ruler of Amer, after whom the city is named. It was one of the earliest planned cities of modern India, designed by Vidyadhar Bhattacharya.[12] During the British Colonial period, the city served as the capital of Jaipur State. After independence in 1947, Jaipur was made the capital of the newly formed state of Rajasthan.
"
Bengaluru,Feb 24,Mar 2,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSATSQVJliK5mFTZatgkGBTQcARbS0Db1OfEF3tsOtrZmo8RbTfEQk8VTL2YHmECl45lO0emLsRfBAsTtR9KVlW9Rh28Cb1nSp0HcvZhcA,774,1,39,0,27,"Bangalore (/bæŋɡəˈlɔːr/), officially known as Bengaluru (Kannada pronunciation: [ˈbeŋɡəɭuːɾu] (listen)), is the capital and the largest city of the Indian state of Karnataka. It has a population of more than 8 million and a metropolitan population of around 11 million, making it the third most populous city and fifth most populous urban agglomeration in India.[12] Located in southern India on the Deccan Plateau, at a height of over 900 m (3,000 ft) above sea level, Bangalore is known for its pleasant climate throughout the year. Its elevation is the highest among the major cities of India.[13]
"
Agra,Feb 28,Mar 8,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSeG9Z1CN6O1CwkM_dyNee6gz-iHeVBunepoc-fObZ627uD4ymucKfE0isXUDLPB2dBFX_3sjGTkY-jv09FrA-KjQOlE3hBG00GdiH0CoE,708,1,21,25,24,"Agra (/ˈɑːɡrə/, Hindustani: [ˈaːgraː] (listen)) is a city on the banks of the Yamuna river in the Indian state of Uttar Pradesh, about 210 kilometres (130 mi) south of the national capital New Delhi and 335 km west of the state capital Lucknow. Known as the Dalit capital of UP[11][12][13], with a population of roughly 1.6 million, Agra is the fourth-most populous city in Uttar Pradesh and twenty-third most populous city in India.[14]
"
Udaipur,Jan 28,Feb 3,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ85Kf1IJmU2Jy2ccQDpZzmQUAQaSOCV-EaaIZw4sFAoaQCrBOqiEut2Ruyc6kizJMODt7nZm37axR_WoNIA8pUk2uo_VUy6c0sKtS5m8c,"1,622",2,32,55,28,"Udaipur (pronunciation (help·info)) (ISO 15919: Udayapura), is a city in the state of Rajasthan, India.[3][4] It is the historic capital of the kingdom of Mewar in the former Rajputana Agency. It was founded in 1559 by Udai Singh II of the Sisodia clan of Rajput,[5] when he shifted his capital from the city of Chittorgarh to Udaipur after Chittorgarh was besieged by Akbar. It remained as the capital city till 1818 when it became a British princely state,[5] and thereafter the Mewar province became a part of Rajasthan when India gained independence in 1947.[6]
"
Chennai,Feb 24,Mar 2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRyDW42HgAZNKSQEngNdbnWRfmtERdz4oO9VXGY2zDJxr1zD0dZrE5uDnaew8R4gJ2CknaNSs5V92cEbfL3LvPa3cyj4TWCKMR035KyqFs,756,1,38,20,28,"Chennai (/ˈtʃɛnaɪ/ (listen), Tamil: [ˈt͡ɕenːaɪ̯]), also known as Madras[A] (the official name until 1996), is the capital city of the Indian state of Tamil Nadu. The state's largest city in area and population as well, Chennai is located on the Coromandel Coast of the Bay of Bengal, and is the most prominent cultural, economic and educational centre of South India.
"
Kolkata,Mar 21,Mar 27,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSaUwcuNAO8ivHJTEeNjHkQnWUfgUxuhjRUxoPbvCrTmkufTykWB9sU1us_c2u0Qz4kesnFGFPub3hrpryVOTAXR5WwFca-bDvDwlrOml8,"1,068",2,41,50,32,"Kolkata (English: /kɒlˈkɑːtə/[15] or /kɒlˈkʌtə/,[16] Bengali: [kolˈkata] (listen); also known as Calcutta /kælˈkʌtə/,[16] the official name until 2001) is the capital of the Indian state of West Bengal. Located on the eastern bank of the Hooghly River, the city is approximately 80 kilometres (50 mi) west of the border with Bangladesh. It is the primary business, commercial, and financial hub of Eastern India and the main port of communication for North-East India.[17] According to the 2011 Indian census, Kolkata is the seventh-most populous city in India, with a population of 45 lakh (4.5 million) residents within the city limits, and a population of over 1.41 crore (14.1 million) residents in the Kolkata Metropolitan Area. It is the third-most populous metropolitan area in India. In 2021, Kolkata metropolitan area crossed 1.5 crore (15 million) registered voters. The Port of Kolkata is India's oldest operating port and its sole major riverine port. Kolkata is regarded as the Cultural Capital of India.[1][18]
"
New Delhi,Feb 28,Mar 8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9v2QQa2TqccIec-cE95L01Vr93ceYb_iN5MbgeNMWkz71rcedGX246a3PDpKqjGzDWBWNsEgBylcRNprMkpxAQoQT7FUALgzbbA-sNn4,708,1,21,25,27,"New Delhi (/ˈdɛli/ (listen),[5] Hindi: [ˈnəiː ˈdɪlːiː] Naī Dillī) is the capital of India and a part of the National Capital Territory of Delhi (NCT). New Delhi is the seat of all three branches of the government of India, hosting the Rashtrapati Bhavan, Parliament House, and the Supreme Court of India. New Delhi is a municipality within the NCT, administrated by the NDMC, which covers mostly Lutyens' Delhi and a few adjacent areas. The municipal area is part of a larger administrative district, the New Delhi district.
"
Kochi,Feb 7,Feb 16,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSba-AR1WJEac2YZH9IeVQFmhj0trKHj3-4dypSgfXRsulwI7TiWrq6igTOck4TLKYdunRFKLyipaJuTrN2g0n-Ua7viy8R3kyQq2r7Df0,"1,052",2,57,45,25,"Kochi ([koˈtːʃi ] (listen)), formerly known in English as Cochin (/ˈkoʊtʃɪn/ KOH-chin),[9] is a major port city on the Malabar Coast of India bordering the Laccadive Sea, which is a part of the Arabian Sea. It is part of the district of Ernakulam in the state of Kerala and is commonly referred to as Ernakulam. Kochi is the most densely populated city in Kerala. As of 2011, it has a corporation limit population of 677,381[4] within an area of 94.88 km2 and a total urban population of more than of 2.1 million within an area of 440 km2, making it the largest and the most populous metropolitan area in Kerala. Kochi city is also part of the Greater Cochin region[10][11] and is classified as a Tier-II city by the Government of India. The civic body that governs the city is the Kochi Municipal Corporation, which was constituted in the year 1967, and the statutory bodies that oversee its development are the Greater Cochin Development Authority[12] (GCDA) and the Goshree Islands Development Authority (GIDA).[13]
"
Varanasi,Jan 28,Feb 3,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRfQbTuiIGIv-88mRM9YNjanBeDO7JBiuXg_f0G6HbJG4vdJKDOq6_Ta0w25WCxzX83r9sTxJ_D5Gwdia-lmd_R62BjcMPqoyI7Bvw-ew0,"1,641",2,32,55,25,"Varanasi (Vārāṇasī; [ʋaːˈraːɳəsi]), officially so revived after 1947,[10]  but still widely known as Banaras or Benares (Banāras; [bəˈnaːrəs] (listen)),[11][12]  and in ancient times as Kashi,[13][14] is a city on the Ganges river in  northern India that has a central place in pilgrimage, death, and mourning in the Hindu world.[15]  The city has a syncretic tradition of Muslim artisanship that underpins its tourism.[16][17] Located in the middle-Ganges valley in the southeastern part of the state of Uttar Pradesh, Varanasi lies on the left bank of the river.  It is 692 kilometres (430 mi) to the southeast of India's capital New Delhi, 320 kilometres (200 mi) south-east of the state capital, Lucknow, and 121 kilometres (75 mi) east of Allahabad, another Hindu pilgrimage site.  
"
Kathmandu,Feb 24,Mar 2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo9Ifrrz2U7ZAi8o-aoITG6JqIzUHR-Bfmwx6c-LAFlDfzdqnMF0ZT8IVBlK60OWfFMkx5HQWoP2ua71LZ7SImtI81jV4e0VfwkghE0dM,757,1,32,30,27,"Kathmandu (/ˌkætmænˈduː/;[2] Nepali: काठमाडौँ, Nepali pronunciation: [kaʈʰmaɳɖu]), officially the Kathmandu Metropolitan City (Nepali: काठमाडौं महानगरपालिका), is the capital and most populous city of Nepal with 975,453 inhabitants in 2011. It is located in the Kathmandu Valley, a large valley in the high plateaus in central Nepal, at an altitude of 1,400 metres (4,600 feet).
"
Hyderabad,Feb 24,Mar 4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTP8mUO2bR5e-1qY8WCTcCIFmh1Fsqnctq8TUxrZb8zhL-5vTcj_1NcoEjNRBMboC7R6LnFW9bP5nw63BNs1SgNCQqTjQqXYF2E5gF_FoE,801,1,37,0,26,"Hyderabad (/ˈhaɪdərəbæd/ (listen) HY-dər-ə-bad;[6] Telugu: [ˈɦaɪ̯daraːbaːd], Urdu: [ˈɦɛːdəɾaːbaːd]) is the capital and largest city of the Indian state of Telangana and the de jure capital of Andhra Pradesh.[A] It occupies 650 km2 (250 sq mi) on the Deccan Plateau along the banks of the Musi River, in the northern part of South India. With an average altitude of 542 m (1,778 ft), much of Hyderabad is situated on hilly terrain around artificial lakes, including the Hussain Sagar lake, predating the city's founding, in the north of the city centre. According to the 2011 Census of India, Hyderabad is the fourth-most populous city in India with a population of 6.9 million residents within the city limits, and has a population of 9.7 million residents in the metropolitan region, making it the sixth-most populous metropolitan area in India. With an output of US$74 billion, Hyderabad has the fifth-largest urban economy in India.
"
Jodhpur,Jan 28,Feb 3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzmVkr4Lt4lTG1kfv_nT2sKX3JN61ea9Vh39BYujY2GSAHgQtIDRGASVPGGFfYPNhoVVHALUBfXwlpexdbsCdeFc-frHR3B2kNI1n4bu4,,,,,,"Jodhpur (/ˈdʒɒdpʊər/; pronounced [ˈd͡ʒoːd̪ʱpʊr] pronunciation (help·info)) is the second-largest city in the Indian state of Rajasthan and officially the second metropolitan city of the state. It was formerly the seat of the princely state of Jodhpur State. Jodhpur was historically the capital of the Kingdom of Marwar, which is now part of Rajasthan. Jodhpur is a popular tourist destination, featuring many palaces, forts, and temples, set in the stark landscape of the Thar Desert. It is popularly known as the ""Blue City"" among people of Rajasthan and all over India.[1] It serves as the administrative headquarters of the Jodhpur district and Jodhpur division.
"
Colombo,Mar 7,Mar 14,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSuZPQ-7e12LmXcrIO1pK3S5YTwcc4CggaZfVI6smlsmBBrzMkP7ZdTip-6x-TbFOdfEgd5Ki1ShoPzxoKS4uEi12HSr9iI_80pwjMbB_E,701,2,26,45,44,"Colombo (Sinhala: කොළඹ, romanized: Koḷam̆ba, IPA: [ˈkoləmbə]; Tamil: கொழும்பு, romanized: Koḻumpu, IPA: [koɻumbɯ]) is the commercial capital[2] and largest city of Sri Lanka by population. According to the Brookings Institution, Colombo metropolitan area has a population of 5.6 million,[3][4][5][6] and 752,993[1] in the Municipality. It is the financial centre of the island and a tourist destination.[7] It is located on the west coast of the island and adjacent to the Greater Colombo area which includes Sri Jayawardenepura Kotte, the legislative capital of Sri Lanka and Dehiwala-Mount Lavinia. Colombo is often referred to as the capital since Sri Jayawardenepura Kotte is itself within the urban/suburban area of Colombo. It is also the administrative capital of the Western Province and the district capital of Colombo District. Colombo is a busy and vibrant city with a mixture of modern life, colonial buildings and monuments.[8]
"
Manali,May 8,May 16,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSN7efvwyJ48CtwIRpmKJxN3aRD916o5p1D726-CFWH-OhAmpFJcbon9naiq0T9wz9VxaLz621ccmyq8bh5ap6DqPgDBU8bcM_rNUOkM0U,708,1,26,25,42,"
"
Shimla,Feb 28,Mar 8,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTdWBVZlYnnRlkUiAVCHGFI2Wg0fdoaavbNAhrITbbKJXbSeKI6XUsZmrIx8UPzoF3P53k-igRZL-Sf482AOgO1NLSb8F2-oUD5mAbv-y0,708,1,21,25,39,"Shimla (English:  /ˈʃɪmlə/; Hindi: [ˈʃɪmla] (listen); also known as Simla, the official name until 1972)[10] is the capital and the largest city of the Northern Indian state of Himachal Pradesh. In 1864, Shimla was declared as the summer capital of British India. After independence, the city became the capital of Punjab and was later made the capital city of Himachal Pradesh. It is the principal commercial, cultural and educational centre of the state. It was the capital city in exile of British Burma (present-day Myanmar) from 1942 to 1945.[11]
"
Munnar,Feb 7,Feb 16,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTgbSbOwbni2o6YUj71iR3a_D3WBM_Ri3VwritXbFA5wTBQCwA011-Mk6XGuzNhRWXYxeX1MoGyn-MEzEYKlNR-RwCimaGyjxd9txZj9vk,"1,052",2,57,45,34,"Munnar, IPA: [muːn̪ːɐːr], is a town and hill station on Western Ghats mountain ranges located in the Idukki district of the southwestern Indian state of Kerala. Munnar is situated at around 1,600 metres (5,200 ft) above mean sea level,[3] in the Western Ghats mountain range. Munnar is also called the ""Kashmir of South India"" and is a popular honeymoon destination.
"
Rishikesh,May 8,May 16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAtthFjJ2t7kwhicqRfI4dS93iLIrTsXRCoXcsdNiW4GIJU58oH2LgP1_YhK9KDWLa23gTg754jFzI6ExrfdB5IpmhIGwa2E_gVzmgz4c,708,1,26,25,27,"Rishikesh, also spelt as Hrishikesh, is a city governed by Rishikesh Municipal Corporation (since October 2017),[1] and a tehsil in Dehradun district of the Indian state Uttarakhand. Located in the foothills of the Himalayas in northern India, it is known as the ""Gateway to the Garhwal Himalayas"" and ""Yoga Capital of the World"".[2][3][4] It lies  21 km (13 mi) north of the city Haridwar and 45 km (28 mi) southeast of the state capital Dehradun. As of 2021, Rishikesh tehsil has a total population of 322,825; this figure includes 93 surrounding villages as well as the city.[5] It is the seventh most populated city in the state of Uttarakhand. It is known as the pilgrimage town and regarded as one of the holiest places for Hindus.[3] Hindu sages and saints have visited Rishikesh since  ancient times to meditate in search of higher knowledge.[6]
"
Ahmedabad,Apr 28,May 4,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTAIjWP6sDMYsiJBfWb9qspCamQSxTbur32gMAPiljScYAH69gwHR_wkoJX-RAu7bVSVlicMduxm0yQW2B3YpV-6659brjx-5y0l0PA8Yw,954,1,21,35,35,"Ahmedabad (/ˈɑːmədəbæd, -bɑːd/; Gujarati: Amdavad [ˈəmdɑːʋɑːd] (listen)[15]) is the most populous city in the Indian state of Gujarat. It is the administrative headquarters of the Ahmedabad district and the seat of the Gujarat High Court. Ahmedabad's population of 8,253,000 (as per 2021 population-census) makes it the fifth-most populous city in India,[13] and the encompassing urban agglomeration population estimated at 6,357,693 is the seventh-most populous in India. Ahmedabad is located near the banks of the Sabarmati River,[16] 25 km (16 mi)[17] from the capital of Gujarat, Gandhinagar, also known as its twin city.[18]
"
Ranthambore National Park,Mar 3,Mar 9,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ0quTLGMstnqIl6tme0GfqG2czQgJssx4pMFQETl81Z7pjgmuOvCIATYrkCi63P-VaOCGvOusN4Ulu2yLoA1jY2z1G-n09NQJFZc3kGMA,870,3,38,25,61,"Ranthambore National Park is a national park in Rajasthan, India, with an area of 1,334 km2 (515 sq mi). It is bounded to the north by the Banas River and to the south by the Chambal River. It is named after the historic Ranthambore Fort, which lies within the park.
"
Pune,Mar 3,Mar 10,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRqezzszs7zxY85ZSJckS0T9e05pTAaeZFPthro4ImQWV7LeGbNIOTPOm0gBX1J1B4jkcZKSziRaFh7yU4r3qI_X4ZtxGVtcWTnh13c6Kg,847,3,43,40,30,"Pune (Marathi: [puɳe] (listen); English:  /ˈpuːnə/; formerly known as Poona, the official name until 1978) is the seventh most populous city in India and the second-largest city in the state of Maharashtra, with an estimated population of 7.4 million as of 2020.[ref][18][19][20][21] It has been ranked as ""the most liveable city in India"" several times.[22] Along with the municipal corporation limits of PCMC and the three cantonment towns of Camp, Khadki and Dehu Road, Pune forms the urban core of the eponymous Pune Metropolitan Region (PMR).[23]
"
Kandy,Mar 7,Mar 14,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRshNcn6iyHCQkWzFCA1PbGvBCPvNPwQvtnQkcrwN50pSLsULq1avUYU028iEw2DYDnIGhFzo8NPwzZiyiHkxF6Ie_ajc-jxGFJZ0Ic20c,701,2,26,45,39,"Kandy (Sinhala: මහනුවර Mahanuwara, pronounced (help·info) [mahanuʋərə]; Tamil: கண்டி Kandy, pronounced (help·info) [ˈkaɳɖi]) is a major city in Sri Lanka located in the Central Province. It was the last capital of the ancient kings' era of Sri Lanka.[1] The city lies in the midst of hills in the Kandy plateau, which crosses an area of tropical plantations, mainly tea. Kandy is both an administrative and religious city and is also the capital of the Central Province. Kandy is the home of the Temple of the Tooth Relic (Sri Dalada Maligawa), one of the most sacred places of worship in the Buddhist world. It was declared a world heritage site by UNESCO in 1988.[2]  Historically the local  Buddhist rulers resisted Portuguese, Dutch, and British colonial expansion and occupation.
"
Puducherry,Feb 24,Mar 2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqmu9NhwJ45Gjn-X7f07upV9J9pIB-kuW4XN7vSFAtUCtFC3-2uImnRSVwB0azTKnADClBkOZia0fbWev84W6uNhbLN4e5KImFe9xptdw,756,1,38,20,31,"Puducherry or Pondicherry may refer to:
"
Chandigarh,Feb 28,Mar 8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjutjWoSxDf8Su_xBC1sN0X0C1PF-_0SGNo-k-Zfv2w4TcwKwiaL1Xe54MeN6y9Q9cSH-OrgCFyVFaC17Rp8WB9rKZWqsvJvemYAlWsbU,708,1,21,25,34,"Chandigarh (/ˌtʃʌndɪˈɡɑːr/; local pronunciation: [tʃə̃ɳˈɖiːɡəɽʱ]) is a city, district and union territory in India that serves as the joint capital of the two neighbouring states of Punjab and Haryana. Chandigarh is bordered by the state of Punjab to the north, the west and the south, and by the state of Haryana to the east. It is considered to be a part of the Chandigarh Capital Region or Greater Chandigarh, which includes Chandigarh, and the city of Panchkula (in Haryana) and cities of Kharar, New Chandigarh, Mohali and Zirakpur (in Punjab). It is located 260 km (162 miles) north of New Delhi and 229 km (143 miles) southeast of Amritsar.
"
